Row Names,instance_auroc,full_pixel_auroc,full_pro,anomaly_pixel_auroc,anomaly_pro
mvtec_bottle,1.0,0.9869798209188935,0.7282684470708264,0.9824806595782519,0.9594647794742631
mvtec_cable,0.9915667166416792,0.9859050984423439,0.5731705355142516,0.9778557674888756,0.9345171774688884
mvtec_capsule,0.9772636617471082,0.9906668379608763,0.7901441118366612,0.988866889801065,0.9568717684627458
mvtec_carpet,0.9763242375601925,0.9887295081368189,0.7377778221442882,0.9861163316037146,0.969887698773952
mvtec_grid,0.9841269841269841,0.980959198575416,0.6855818080620735,0.9754595047650154,0.9549175183721739
mvtec_hazelnut,1.0,0.9880469440453069,0.5600849479356438,0.9811990723359792,0.8801334896131545
mvtec_leather,1.0,0.9920481972831429,0.733696865002122,0.9892680706319328,0.9888957745680773
mvtec_metal_nut,0.9995112414467253,0.9921708028103473,0.7736687825034052,0.9900298785136005,0.9566872041708772
mvtec_pill,0.9634478996181124,0.9899182389218422,0.8138195488157881,0.9884469707194518,0.9638855649094795
mvtec_screw,0.9883172781307645,0.9939701887462566,0.7277280291432644,0.9922025609594765,0.9784578543102715
mvtec_tile,0.9877344877344877,0.9715793225794295,0.6478809593095083,0.9594939212281879,0.9024056218953864
mvtec_toothbrush,0.9944444444444445,0.9876384850868106,0.6612324632493967,0.9827079008003733,0.9257254485491554
mvtec_transistor,0.9991666666666666,0.9788916716114625,0.35090787158232595,0.9520593020517096,0.8772696789558146
mvtec_wood,0.9956140350877194,0.9472006678347186,0.6771289646617005,0.9340106118926382,0.8915531368045724
mvtec_zipper,0.9976365546218487,0.9907525391399474,0.7691251302418082,0.9882513750486533,0.9759486946765805
Mean,0.9903436138551155,0.9843638348062408,0.6820144191382042,0.9778965878279283,0.9411080940670261
