Row Names,instance_auroc,full_pixel_auroc,full_pro,anomaly_pixel_auroc,anomaly_pro
mvtec_bottle,1.0,0.9848388278688711,0.737358122783696,0.9795612184704285,0.9714400665245521
mvtec_cable,0.9968140929535232,0.9841371746366138,0.5751305987374938,0.9752826619665804,0.9377129327241746
mvtec_capsule,0.9792580773833267,0.9895443457739403,0.801648478572815,0.9874208467823469,0.970803662124877
mvtec_carpet,0.9859550561797752,0.9905141888926996,0.7374562589439975,0.9878658431437783,0.9694649696230078
mvtec_grid,0.9791144527986633,0.9880078314064431,0.6960708089253107,0.9836616211462594,0.9695271981459684
mvtec_hazelnut,1.0,0.9867676762233913,0.5911486222410235,0.9791327049909109,0.9289478349501797
mvtec_leather,1.0,0.9928770527107861,0.7358271430186852,0.9903769046499201,0.9917670188512714
mvtec_metal_nut,0.9990224828934506,0.9834022508919757,0.7506144537378736,0.9792229979033923,0.9281791632242521
mvtec_pill,0.9667212220403709,0.9780095548111023,0.796723360443807,0.9760476130651814,0.9436368879015299
mvtec_screw,0.9877023980323837,0.9952476956786683,0.7325659745521161,0.9938280159080853,0.9849626548599879
mvtec_tile,0.9949494949494949,0.9571169602944342,0.6450484693570006,0.9407954472658727,0.898460368032965
mvtec_toothbrush,1.0,0.9857315435808679,0.6769131524586453,0.97997562303783,0.9476784134421034
mvtec_transistor,0.9987499999999999,0.9609811451863532,0.33296561863844476,0.9274339082994433,0.8324140465961116
mvtec_wood,0.9912280701754386,0.9507743160704363,0.6851265481572992,0.9373950465386289,0.9020832884071106
mvtec_zipper,0.9950105042016807,0.9886782381004742,0.7705079783237275,0.9856368143512688,0.9777034010662426
Mean,0.9916350567738738,0.9811085868084706,0.6843403725927959,0.973575817834662,0.943652127098289
